Member_number,Recency,Frequency,Monetary,Cluster
KH3301,249.0,2.0,7.1,Big Spenders
KH3302,222.0,6.0,47.7,Big Spenders
KH3303,339.0,8.0,44.4,Churned Customers
KH3304,30.0,10.0,80.3,Potential Loyalists
KH3305,189.0,6.0,37.34,Big Spenders
KH3306,1.0,16.0,90.8,Potential Loyalists
KH3307,85.0,11.0,48.5,Potential Loyalists
KH3308,68.0,28.0,163.94,Loyal Customers
KH3309,63.0,16.0,71.67,Potential Loyalists
KH3310,230.0,11.0,56.55,Big Spenders
KH3311,182.0,8.0,84.66,Big Spenders
KH3312,6.0,9.0,95.05,Potential Loyalists
KH3313,266.0,6.0,29.4,Big Spenders
KH3314,504.0,2.0,21.6,One-time Shoppers
KH3315,41.0,13.0,90.5,Potential Loyalists
KH3316,357.0,7.0,62.16,Churned Customers
KH3317,184.0,7.0,33.71,Big Spenders
KH3318,162.0,4.0,43.8,Big Spenders
KH3319,43.0,5.0,34.0,Potential Loyalists
KH3320,627.0,6.0,73.4,One-time Shoppers
KH3321,5.0,14.0,91.8,Potential Loyalists
KH3322,80.0,16.0,149.8,Loyal Customers
KH3323,21.0,11.0,96.36,Potential Loyalists
KH3324,128.0,11.0,64.5,Big Spenders
KH3325,31.0,13.0,132.62,Loyal Customers
KH3326,244.0,4.0,31.5,Big Spenders
KH3327,240.0,14.0,78.53,Big Spenders
KH3328,76.0,11.0,120.12,Potential Loyalists
KH3329,312.0,13.0,112.6,Churned Customers
KH3330,157.0,5.0,54.0,Big Spenders
KH3331,158.0,8.0,43.24,Big Spenders
KH3332,333.0,5.0,33.55,Churned Customers
KH3333,311.0,4.0,11.6,Churned Customers
KH3334,241.0,9.0,91.0,Big Spenders
KH3335,481.0,4.0,37.5,One-time Shoppers
KH3336,279.0,2.0,22.2,Churned Customers
KH3337,203.0,16.0,141.86,Big Spenders
KH3338,135.0,9.0,69.1,Big Spenders
KH3339,22.0,9.0,74.0,Potential Loyalists
KH3341,15.0,5.0,43.52,Potential Loyalists
KH3342,191.0,8.0,104.5,Big Spenders
KH3343,234.0,10.0,94.44,Big Spenders
KH3344,273.0,12.0,45.2,Churned Customers
KH3345,91.0,2.0,5.2,Potential Loyalists
KH3346,233.0,6.0,169.7,Big Spenders
KH3347,208.0,14.0,135.8,Big Spenders
KH3348,25.0,14.0,108.65,Potential Loyalists
KH3349,536.0,8.0,97.8,One-time Shoppers
KH3350,586.0,4.0,11.9,One-time Shoppers
KH3351,77.0,6.0,45.2,Potential Loyalists
KH3352,52.0,7.0,38.2,Potential Loyalists
KH3353,138.0,19.0,113.35,Big Spenders
KH3354,31.0,15.0,127.6,Loyal Customers
KH3355,28.0,6.0,103.8,Potential Loyalists
KH3356,221.0,16.0,117.3,Big Spenders
KH3357,205.0,9.0,81.7,Big Spenders
KH3358,276.0,18.0,165.9,Big Spenders
KH3359,523.0,5.0,41.82,One-time Shoppers
KH3360,46.0,11.0,123.4,Potential Loyalists
KH3361,161.0,22.0,240.5,Loyal Customers
KH3362,578.0,2.0,4.6,One-time Shoppers
KH3363,1.0,13.0,84.5,Potential Loyalists
KH3364,107.0,12.0,110.4,Potential Loyalists
KH3365,66.0,15.0,86.75,Potential Loyalists
KH3366,376.0,4.0,28.1,Churned Customers
KH3367,671.0,2.0,32.8,One-time Shoppers
KH3368,296.0,6.0,76.65,Churned Customers
KH3369,1.0,15.0,161.84,Loyal Customers
KH3370,48.0,11.0,112.1,Potential Loyalists
KH3372,673.0,2.0,23.8,One-time Shoppers
KH3373,6.0,4.0,8.8,Potential Loyalists
KH3374,125.0,5.0,64.2,Big Spenders
KH3375,248.0,7.0,81.5,Big Spenders
KH3376,722.0,3.0,10.3,One-time Shoppers
KH3377,488.0,2.0,14.4,One-time Shoppers
KH3378,351.0,9.0,52.2,Churned Customers
KH3379,343.0,5.0,61.3,Churned Customers
KH3380,49.0,18.0,174.3,Loyal Customers
KH3381,390.0,4.0,45.5,Churned Customers
KH3382,412.0,10.0,59.75,Churned Customers
KH3383,412.0,6.0,23.1,Churned Customers
KH3384,31.0,10.0,71.35,Potential Loyalists
KH3385,185.0,11.0,78.33,Big Spenders
KH3386,330.0,8.0,27.4,Churned Customers
KH3387,234.0,7.0,52.12,Big Spenders
KH3389,135.0,13.0,148.4,Loyal Customers
KH3390,29.0,11.0,108.04,Potential Loyalists
KH3391,9.0,2.0,28.0,Potential Loyalists
KH3393,53.0,20.0,151.14,Loyal Customers
KH3394,17.0,7.0,64.66,Potential Loyalists
KH3395,133.0,4.0,17.9,Big Spenders
KH3396,230.0,13.0,116.8,Big Spenders
KH3397,313.0,6.0,48.9,Churned Customers
KH3398,294.0,11.0,154.3,Churned Customers
KH3399,164.0,15.0,69.26,Big Spenders
KH3400,301.0,12.0,72.2,Churned Customers
KH3401,93.0,10.0,53.4,Potential Loyalists
KH3402,136.0,21.0,181.52,Loyal Customers
KH3403,623.0,7.0,35.92,One-time Shoppers
KH3404,23.0,4.0,27.94,Potential Loyalists
KH3405,261.0,18.0,188.1,Big Spenders
KH3406,68.0,6.0,51.2,Potential Loyalists
KH3407,280.0,9.0,75.5,Churned Customers
KH3408,55.0,6.0,16.7,Potential Loyalists
KH3409,19.0,13.0,102.2,Potential Loyalists
KH3410,62.0,14.0,142.24,Loyal Customers
KH3411,194.0,8.0,52.3,Big Spenders
KH3412,338.0,4.0,7.8,Churned Customers
KH3413,98.0,10.0,50.1,Potential Loyalists
KH3414,68.0,13.0,135.0,Loyal Customers
KH3415,217.0,6.0,59.0,Big Spenders
KH3416,45.0,14.0,203.8,Loyal Customers
KH3417,15.0,8.0,34.3,Potential Loyalists
KH3418,292.0,4.0,12.4,Churned Customers
KH3419,25.0,10.0,81.55,Potential Loyalists
KH3420,306.0,6.0,60.7,Churned Customers
KH3421,232.0,11.0,102.75,Big Spenders
KH3422,521.0,2.0,9.8,One-time Shoppers
KH3423,211.0,8.0,44.2,Big Spenders
KH3424,136.0,11.0,61.54,Big Spenders
KH3425,380.0,6.0,32.3,Churned Customers
KH3426,66.0,8.0,50.8,Potential Loyalists
KH3427,246.0,9.0,136.7,Big Spenders
KH3428,289.0,8.0,71.0,Churned Customers
KH3429,184.0,18.0,171.52,Big Spenders
KH3430,258.0,16.0,86.8,Big Spenders
KH3431,517.0,2.0,6.6,One-time Shoppers
KH3432,270.0,4.0,24.5,Churned Customers
KH3433,90.0,7.0,94.9,Potential Loyalists
KH3434,203.0,5.0,23.52,Big Spenders
KH3435,417.0,10.0,114.6,Churned Customers
KH3436,278.0,2.0,11.4,Churned Customers
KH3437,331.0,14.0,167.22,Churned Customers
KH3438,3.0,16.0,147.35,Loyal Customers
KH3439,127.0,11.0,74.9,Big Spenders
KH3440,9.0,6.0,63.9,Potential Loyalists
KH3441,262.0,6.0,38.3,Big Spenders
KH3442,46.0,13.0,176.3,Loyal Customers
KH3443,68.0,8.0,86.9,Potential Loyalists
KH3444,631.0,8.0,117.06,One-time Shoppers
KH3445,90.0,6.0,46.7,Potential Loyalists
KH3447,33.0,13.0,78.0,Potential Loyalists
KH3448,460.0,2.0,28.2,One-time Shoppers
KH3449,31.0,8.0,32.0,Potential Loyalists
KH3450,6.0,17.0,131.56,Loyal Customers
KH3451,121.0,8.0,27.0,Potential Loyalists
KH3452,59.0,8.0,60.0,Potential Loyalists
KH3453,14.0,4.0,12.1,Potential Loyalists
KH3454,13.0,2.0,11.8,Potential Loyalists
KH3455,42.0,8.0,45.7,Potential Loyalists
KH3456,111.0,13.0,81.5,Potential Loyalists
KH3457,416.0,6.0,64.43,Churned Customers
KH3458,139.0,10.0,43.9,Big Spenders
KH3459,147.0,9.0,68.4,Big Spenders
KH3460,36.0,16.0,123.5,Potential Loyalists
KH3461,187.0,6.0,34.3,Big Spenders
KH3462,45.0,25.0,191.48,Loyal Customers
KH3463,97.0,8.0,61.74,Potential Loyalists
KH3464,548.0,4.0,40.2,One-time Shoppers
KH3465,59.0,22.0,223.34,Loyal Customers
KH3466,386.0,7.0,20.7,Churned Customers
KH3467,6.0,13.0,177.76,Loyal Customers
KH3468,46.0,11.0,82.2,Potential Loyalists
KH3469,224.0,16.0,137.0,Big Spenders
KH3470,87.0,9.0,102.14,Potential Loyalists
KH3471,79.0,10.0,90.9,Potential Loyalists
KH3472,244.0,12.0,148.8,Big Spenders
KH3473,267.0,6.0,53.72,Big Spenders
KH3474,127.0,16.0,167.4,Loyal Customers
KH3475,16.0,10.0,33.7,Potential Loyalists
KH3476,185.0,15.0,117.68,Big Spenders
KH3477,531.0,3.0,35.9,One-time Shoppers
KH3478,272.0,2.0,5.8,Churned Customers
KH3479,281.0,8.0,81.2,Churned Customers
KH3480,237.0,12.0,68.8,Big Spenders
KH3481,87.0,16.0,138.4,Loyal Customers
KH3482,518.0,7.0,15.8,One-time Shoppers
KH3483,38.0,15.0,177.66,Loyal Customers
KH3484,39.0,23.0,207.32,Loyal Customers
KH3485,161.0,6.0,63.8,Big Spenders
KH3486,7.0,12.0,74.4,Potential Loyalists
KH3487,431.0,12.0,45.5,Churned Customers
KH3488,9.0,7.0,116.65,Potential Loyalists
KH3489,42.0,15.0,135.6,Loyal Customers
KH3490,174.0,2.0,4.4,Big Spenders
KH3491,65.0,14.0,113.8,Potential Loyalists
KH3493,331.0,8.0,51.1,Churned Customers
KH3494,179.0,7.0,28.45,Big Spenders
KH3495,42.0,22.0,217.85,Loyal Customers
KH3496,99.0,10.0,50.9,Potential Loyalists
KH3497,36.0,23.0,131.0,Loyal Customers
KH3498,274.0,8.0,137.5,Big Spenders
KH3499,240.0,18.0,196.03,Big Spenders
KH3500,162.0,17.0,128.95,Big Spenders
KH3501,156.0,4.0,16.6,Big Spenders
KH3502,477.0,11.0,45.52,One-time Shoppers
KH3503,31.0,2.0,4.1,Potential Loyalists
KH3504,55.0,19.0,127.08,Loyal Customers
KH3505,80.0,15.0,143.2,Loyal Customers
KH3507,50.0,18.0,144.4,Loyal Customers
KH3508,137.0,17.0,144.61,Loyal Customers
KH3509,175.0,14.0,156.6,Big Spenders
KH3510,362.0,2.0,7.3,Churned Customers
KH3511,45.0,14.0,147.94,Loyal Customers
KH3512,43.0,4.0,45.7,Potential Loyalists
KH3513,123.0,7.0,52.5,Potential Loyalists
KH3514,382.0,4.0,40.0,Churned Customers
KH3515,180.0,12.0,59.8,Big Spenders
KH3516,17.0,7.0,64.7,Potential Loyalists
KH3517,19.0,22.0,158.74,Loyal Customers
KH3518,65.0,16.0,146.35,Loyal Customers
KH3519,17.0,13.0,76.2,Potential Loyalists
KH3520,51.0,11.0,64.67,Potential Loyalists
KH3521,166.0,8.0,32.9,Big Spenders
KH3522,98.0,10.0,134.2,Loyal Customers
KH3523,51.0,16.0,119.15,Potential Loyalists
KH3524,395.0,12.0,89.55,Churned Customers
KH3525,319.0,9.0,54.7,Churned Customers
KH3526,126.0,10.0,138.63,Loyal Customers
KH3527,92.0,12.0,92.62,Potential Loyalists
KH3528,134.0,12.0,51.55,Big Spenders
KH3529,108.0,15.0,98.35,Potential Loyalists
KH3530,560.0,6.0,85.14,One-time Shoppers
KH3531,123.0,17.0,223.5,Loyal Customers
KH3532,218.0,6.0,42.3,Big Spenders
KH3533,495.0,2.0,39.3,One-time Shoppers
KH3534,49.0,6.0,64.3,Potential Loyalists
KH3535,120.0,15.0,221.5,Loyal Customers
KH3536,635.0,3.0,20.1,One-time Shoppers
KH3537,97.0,13.0,104.4,Potential Loyalists
KH3538,304.0,6.0,21.3,Churned Customers
KH3539,340.0,14.0,124.0,Churned Customers
KH3540,300.0,7.0,22.4,Churned Customers
KH3541,652.0,4.0,44.9,One-time Shoppers
KH3542,172.0,4.0,28.9,Big Spenders
KH3543,80.0,22.0,244.34,Loyal Customers
KH3544,270.0,10.0,82.1,Big Spenders
KH3545,30.0,11.0,150.4,Loyal Customers
KH3546,38.0,8.0,46.2,Potential Loyalists
KH3547,32.0,19.0,157.69,Loyal Customers
KH3548,202.0,15.0,98.41,Big Spenders
KH3549,151.0,20.0,121.6,Big Spenders
KH3550,377.0,8.0,30.6,Churned Customers
KH3551,159.0,9.0,60.7,Big Spenders
KH3552,119.0,13.0,113.16,Potential Loyalists
KH3553,212.0,6.0,37.05,Big Spenders
KH3554,160.0,8.0,54.7,Big Spenders
KH3555,442.0,3.0,21.2,Churned Customers
KH3556,91.0,10.0,89.66,Potential Loyalists
KH3557,163.0,11.0,131.63,Big Spenders
KH3558,102.0,17.0,148.0,Loyal Customers
KH3559,181.0,12.0,84.92,Big Spenders
KH3560,92.0,17.0,155.6,Loyal Customers
KH3561,367.0,8.0,37.9,Churned Customers
KH3562,0.0,18.0,204.76,Loyal Customers
KH3563,35.0,8.0,47.3,Potential Loyalists
KH3564,179.0,8.0,40.3,Big Spenders
KH3565,624.0,3.0,31.54,One-time Shoppers
KH3566,16.0,4.0,18.6,Potential Loyalists
KH3567,87.0,5.0,63.5,Potential Loyalists
KH3568,74.0,8.0,22.85,Potential Loyalists
KH3569,419.0,6.0,27.8,Churned Customers
KH3570,119.0,11.0,74.7,Potential Loyalists
KH3571,19.0,14.0,140.2,Loyal Customers
KH3572,174.0,4.0,100.4,Big Spenders
KH3573,271.0,9.0,112.4,Big Spenders
KH3574,55.0,14.0,83.9,Potential Loyalists
KH3575,236.0,11.0,70.96,Big Spenders
KH3576,594.0,2.0,10.0,One-time Shoppers
KH3577,232.0,7.0,53.3,Big Spenders
KH3578,228.0,6.0,36.96,Big Spenders
KH3579,0.0,13.0,174.6,Loyal Customers
KH3580,36.0,4.0,17.2,Potential Loyalists
KH3581,5.0,20.0,176.2,Loyal Customers
KH3582,196.0,19.0,146.61,Big Spenders
KH3583,27.0,15.0,106.2,Potential Loyalists
KH3584,13.0,14.0,183.1,Loyal Customers
KH3585,162.0,4.0,50.4,Big Spenders
KH3586,220.0,8.0,89.2,Big Spenders
KH3587,147.0,11.0,73.62,Big Spenders
KH3588,15.0,13.0,110.7,Potential Loyalists
KH3589,56.0,13.0,80.0,Potential Loyalists
KH3590,214.0,14.0,86.54,Big Spenders
KH3591,119.0,8.0,98.65,Potential Loyalists
KH3592,16.0,14.0,83.86,Potential Loyalists
KH3593,57.0,23.0,268.8,Loyal Customers
KH3594,110.0,4.0,56.8,Potential Loyalists
KH3595,13.0,17.0,100.1,Potential Loyalists
KH3596,254.0,12.0,86.5,Big Spenders
KH3597,17.0,6.0,120.3,Potential Loyalists
KH3598,259.0,4.0,18.5,Big Spenders
KH3599,39.0,11.0,84.85,Potential Loyalists
KH3600,34.0,15.0,119.92,Potential Loyalists
KH3601,10.0,8.0,50.5,Potential Loyalists
KH3602,429.0,5.0,24.5,Churned Customers
KH3603,334.0,12.0,152.04,Churned Customers
KH3604,226.0,15.0,119.0,Big Spenders
KH3605,269.0,3.0,14.5,Churned Customers
KH3606,414.0,2.0,18.9,Churned Customers
KH3607,676.0,2.0,11.2,One-time Shoppers
KH3608,33.0,14.0,158.66,Loyal Customers
KH3609,18.0,10.0,81.3,Potential Loyalists
KH3610,470.0,4.0,10.6,One-time Shoppers
KH3611,320.0,7.0,49.15,Churned Customers
KH3612,94.0,14.0,65.44,Potential Loyalists
KH3613,86.0,12.0,125.24,Loyal Customers
KH3614,246.0,10.0,88.1,Big Spenders
KH3615,119.0,10.0,68.9,Potential Loyalists
KH3616,420.0,7.0,60.9,Churned Customers
KH3617,257.0,11.0,133.9,Big Spenders
KH3618,449.0,4.0,48.1,Churned Customers
KH3619,267.0,10.0,83.4,Big Spenders
KH3620,195.0,15.0,116.0,Big Spenders
KH3621,58.0,18.0,149.45,Loyal Customers
KH3622,2.0,10.0,48.4,Potential Loyalists
KH3623,237.0,4.0,69.6,Big Spenders
KH3624,597.0,2.0,14.4,One-time Shoppers
KH3625,439.0,2.0,3.4,Churned Customers
KH3626,567.0,4.0,19.8,One-time Shoppers
KH3627,542.0,4.0,83.3,One-time Shoppers
KH3628,516.0,6.0,36.16,One-time Shoppers
KH3629,261.0,13.0,170.5,Big Spenders
KH3630,159.0,4.0,46.8,Big Spenders
KH3631,474.0,2.0,6.8,One-time Shoppers
KH3632,451.0,4.0,25.0,Churned Customers
KH3633,1.0,16.0,184.44,Loyal Customers
KH3634,20.0,5.0,16.6,Potential Loyalists
KH3635,17.0,21.0,228.33,Loyal Customers
KH3636,230.0,8.0,28.9,Big Spenders
KH3637,8.0,13.0,115.3,Potential Loyalists
KH3638,207.0,4.0,35.0,Big Spenders
KH3639,396.0,9.0,85.4,Churned Customers
KH3640,83.0,8.0,69.65,Potential Loyalists
KH3641,3.0,6.0,32.3,Potential Loyalists
KH3642,309.0,12.0,161.45,Churned Customers
KH3643,101.0,15.0,96.59,Potential Loyalists
KH3644,89.0,7.0,73.0,Potential Loyalists
KH3645,18.0,11.0,73.5,Potential Loyalists
KH3646,144.0,9.0,90.4,Big Spenders
KH3647,302.0,5.0,72.2,Churned Customers
KH3648,211.0,3.0,46.0,Big Spenders
KH3649,192.0,17.0,177.2,Big Spenders
KH3650,166.0,6.0,66.9,Big Spenders
KH3651,75.0,21.0,213.56,Loyal Customers
KH3652,103.0,4.0,15.7,Potential Loyalists
KH3653,51.0,11.0,112.8,Potential Loyalists
KH3654,14.0,5.0,19.8,Potential Loyalists
KH3655,317.0,5.0,124.6,Churned Customers
KH3656,294.0,9.0,110.15,Churned Customers
KH3657,92.0,20.0,253.55,Loyal Customers
KH3658,95.0,9.0,77.9,Potential Loyalists
KH3659,192.0,8.0,35.96,Big Spenders
KH3660,442.0,10.0,77.2,Churned Customers
KH3661,33.0,12.0,91.74,Potential Loyalists
KH3662,27.0,8.0,51.0,Potential Loyalists
KH3663,40.0,19.0,158.5,Loyal Customers
KH3664,214.0,8.0,67.9,Big Spenders
KH3665,98.0,8.0,73.96,Potential Loyalists
KH3666,262.0,12.0,62.6,Big Spenders
KH3667,382.0,9.0,53.6,Churned Customers
KH3668,12.0,13.0,87.8,Potential Loyalists
KH3669,323.0,12.0,108.48,Churned Customers
KH3670,378.0,9.0,137.55,Churned Customers
KH3671,80.0,10.0,75.86,Potential Loyalists
KH3672,216.0,13.0,92.2,Big Spenders
KH3673,125.0,8.0,76.95,Big Spenders
KH3674,139.0,11.0,50.34,Big Spenders
KH3675,149.0,11.0,109.5,Big Spenders
KH3676,67.0,6.0,50.49,Potential Loyalists
KH3677,30.0,13.0,137.15,Loyal Customers
KH3678,541.0,6.0,71.2,One-time Shoppers
KH3679,7.0,21.0,132.39,Loyal Customers
KH3680,36.0,9.0,86.12,Potential Loyalists
KH3681,77.0,10.0,85.1,Potential Loyalists
KH3682,79.0,19.0,158.98,Loyal Customers
KH3683,25.0,14.0,123.12,Potential Loyalists
KH3684,139.0,13.0,161.3,Loyal Customers
KH3685,126.0,10.0,128.95,Loyal Customers
KH3686,123.0,9.0,90.4,Big Spenders
KH3687,8.0,19.0,136.09,Loyal Customers
KH3688,68.0,15.0,143.66,Loyal Customers
KH3689,154.0,10.0,120.1,Big Spenders
KH3690,223.0,12.0,62.4,Big Spenders
KH3691,128.0,23.0,227.36,Loyal Customers
KH3692,73.0,12.0,149.1,Loyal Customers
KH3693,44.0,8.0,96.5,Potential Loyalists
KH3694,13.0,11.0,50.1,Potential Loyalists
KH3695,174.0,8.0,33.4,Big Spenders
KH3696,423.0,5.0,55.1,Churned Customers
KH3697,88.0,11.0,57.93,Potential Loyalists
KH3698,122.0,11.0,67.45,Potential Loyalists
KH3699,18.0,9.0,119.8,Potential Loyalists
KH3700,255.0,3.0,8.4,Big Spenders
KH3701,247.0,12.0,147.68,Big Spenders
KH3703,197.0,12.0,83.5,Big Spenders
KH3704,93.0,12.0,82.1,Potential Loyalists
KH3705,114.0,11.0,62.8,Potential Loyalists
KH3706,408.0,2.0,15.3,Churned Customers
KH3707,187.0,4.0,27.75,Big Spenders
KH3708,118.0,7.0,25.2,Potential Loyalists
KH3709,65.0,21.0,191.84,Loyal Customers
KH3710,130.0,8.0,31.3,Big Spenders
KH3711,175.0,4.0,26.85,Big Spenders
KH3712,10.0,8.0,38.82,Potential Loyalists
KH3713,333.0,8.0,93.6,Churned Customers
KH3714,571.0,4.0,7.65,One-time Shoppers
KH3715,233.0,7.0,18.7,Big Spenders
KH3716,50.0,9.0,70.4,Potential Loyalists
KH3717,214.0,10.0,70.1,Big Spenders
KH3718,73.0,18.0,140.4,Loyal Customers
KH3719,13.0,19.0,113.1,Potential Loyalists
KH3720,216.0,8.0,33.9,Big Spenders
KH3721,179.0,10.0,104.02,Big Spenders
KH3722,516.0,6.0,28.2,One-time Shoppers
KH3723,291.0,2.0,3.9,Churned Customers
KH3724,19.0,6.0,76.8,Potential Loyalists
KH3725,466.0,4.0,33.9,One-time Shoppers
KH3726,218.0,6.0,49.5,Big Spenders
KH3727,225.0,13.0,143.8,Big Spenders
KH3728,48.0,13.0,102.35,Potential Loyalists
KH3729,31.0,8.0,49.94,Potential Loyalists
KH3730,156.0,8.0,71.25,Big Spenders
KH3731,423.0,9.0,60.22,Churned Customers
KH3732,24.0,21.0,209.02,Loyal Customers
KH3733,512.0,4.0,12.0,One-time Shoppers
KH3734,116.0,5.0,21.0,Potential Loyalists
KH3735,32.0,9.0,80.7,Potential Loyalists
KH3736,33.0,12.0,72.1,Potential Loyalists
KH3737,18.0,33.0,229.58,Loyal Customers
KH3738,0.0,10.0,35.2,Potential Loyalists
KH3739,146.0,7.0,25.6,Big Spenders
KH3740,590.0,2.0,65.2,One-time Shoppers
KH3741,39.0,16.0,139.1,Loyal Customers
KH3742,130.0,4.0,60.86,Big Spenders
KH3743,238.0,17.0,132.5,Big Spenders
KH3744,22.0,12.0,89.3,Potential Loyalists
KH3745,126.0,13.0,96.44,Big Spenders
KH3746,51.0,13.0,112.9,Potential Loyalists
KH3747,309.0,5.0,32.6,Churned Customers
KH3748,78.0,11.0,87.7,Potential Loyalists
KH3749,296.0,9.0,134.98,Churned Customers
KH3750,227.0,6.0,56.1,Big Spenders
KH3751,363.0,9.0,99.5,Churned Customers
KH3752,131.0,27.0,222.36,Loyal Customers
KH3753,367.0,6.0,36.5,Churned Customers
KH3754,342.0,6.0,61.3,Churned Customers
KH3755,93.0,6.0,43.9,Potential Loyalists
KH3756,28.0,10.0,80.7,Potential Loyalists
KH3757,189.0,18.0,88.55,Big Spenders
KH3758,117.0,14.0,105.0,Potential Loyalists
KH3759,113.0,9.0,48.02,Potential Loyalists
KH3760,38.0,15.0,64.76,Potential Loyalists
KH3761,95.0,21.0,245.1,Loyal Customers
KH3762,132.0,11.0,71.4,Big Spenders
KH3763,186.0,13.0,189.9,Big Spenders
KH3764,50.0,12.0,70.8,Potential Loyalists
KH3765,201.0,9.0,88.4,Big Spenders
KH3766,52.0,9.0,160.12,Loyal Customers
KH3767,207.0,9.0,43.5,Big Spenders
KH3768,84.0,16.0,239.91,Loyal Customers
KH3769,306.0,11.0,125.15,Churned Customers
KH3770,351.0,3.0,55.4,Churned Customers
KH3771,374.0,2.0,7.3,Churned Customers
KH3772,94.0,8.0,58.72,Potential Loyalists
KH3773,33.0,8.0,87.6,Potential Loyalists
KH3774,13.0,12.0,144.7,Loyal Customers
KH3775,64.0,15.0,86.0,Potential Loyalists
KH3776,165.0,17.0,214.9,Loyal Customers
KH3777,672.0,2.0,7.9,One-time Shoppers
KH3778,27.0,12.0,89.9,Potential Loyalists
KH3779,50.0,15.0,161.05,Loyal Customers
KH3780,674.0,2.0,3.7,One-time Shoppers
KH3781,98.0,7.0,55.3,Potential Loyalists
KH3782,330.0,18.0,135.34,Churned Customers
KH3783,191.0,23.0,148.0,Big Spenders
KH3784,199.0,9.0,63.5,Big Spenders
KH3785,501.0,9.0,115.2,One-time Shoppers
KH3786,233.0,13.0,119.9,Big Spenders
KH3787,97.0,9.0,53.95,Potential Loyalists
KH3788,317.0,2.0,25.8,Churned Customers
KH3789,79.0,11.0,97.92,Potential Loyalists
KH3790,63.0,13.0,104.1,Potential Loyalists
KH3791,280.0,4.0,31.2,Churned Customers
KH3792,518.0,4.0,35.1,One-time Shoppers
KH3793,145.0,18.0,107.42,Big Spenders
KH3794,34.0,11.0,122.4,Potential Loyalists
KH3795,347.0,8.0,44.3,Churned Customers
KH3796,207.0,2.0,9.0,Big Spenders
KH3797,105.0,15.0,94.8,Potential Loyalists
KH3798,117.0,6.0,67.36,Potential Loyalists
KH3799,415.0,6.0,91.8,Churned Customers
KH3800,325.0,6.0,35.8,Churned Customers
KH3801,68.0,9.0,45.4,Potential Loyalists
KH3802,76.0,4.0,64.4,Potential Loyalists
KH3803,7.0,19.0,142.05,Loyal Customers
KH3804,192.0,9.0,116.32,Big Spenders
KH3805,468.0,6.0,31.1,One-time Shoppers
KH3806,124.0,7.0,86.6,Big Spenders
KH3807,65.0,6.0,49.5,Potential Loyalists
KH3808,134.0,10.0,76.0,Big Spenders
KH3809,281.0,9.0,139.9,Churned Customers
KH3810,237.0,6.0,53.4,Big Spenders
KH3811,189.0,21.0,79.6,Big Spenders
KH3812,47.0,20.0,150.65,Loyal Customers
KH3813,346.0,5.0,54.1,Churned Customers
KH3814,162.0,13.0,121.64,Big Spenders
KH3815,106.0,9.0,52.6,Potential Loyalists
KH3816,12.0,9.0,57.7,Potential Loyalists
KH3817,366.0,14.0,112.0,Churned Customers
KH3818,13.0,15.0,120.2,Potential Loyalists
KH3819,185.0,10.0,138.8,Big Spenders
KH3820,522.0,6.0,32.5,One-time Shoppers
KH3821,361.0,17.0,171.1,Churned Customers
KH3822,96.0,19.0,221.47,Loyal Customers
KH3823,385.0,2.0,7.9,Churned Customers
KH3824,321.0,2.0,5.4,Churned Customers
KH3825,702.0,2.0,29.14,One-time Shoppers
KH3826,612.0,2.0,27.24,One-time Shoppers
KH3827,57.0,17.0,169.73,Loyal Customers
KH3828,198.0,9.0,49.4,Big Spenders
KH3829,150.0,9.0,140.6,Big Spenders
KH3830,73.0,23.0,214.05,Loyal Customers
KH3831,77.0,12.0,75.55,Potential Loyalists
KH3832,166.0,15.0,170.96,Big Spenders
KH3834,591.0,5.0,17.76,One-time Shoppers
KH3835,105.0,21.0,120.05,Loyal Customers
KH3836,24.0,6.0,24.7,Potential Loyalists
KH3837,232.0,5.0,63.6,Big Spenders
KH3838,16.0,6.0,59.1,Potential Loyalists
KH3839,473.0,9.0,75.0,One-time Shoppers
KH3840,155.0,10.0,57.22,Big Spenders
KH3841,164.0,17.0,136.38,Big Spenders
KH3842,77.0,9.0,96.6,Potential Loyalists
KH3843,74.0,9.0,131.8,Loyal Customers
KH3844,104.0,16.0,136.6,Loyal Customers
KH3845,102.0,2.0,17.4,Potential Loyalists
KH3846,336.0,12.0,99.97,Churned Customers
KH3847,27.0,11.0,158.1,Loyal Customers
KH3848,42.0,14.0,87.12,Potential Loyalists
KH3849,380.0,12.0,89.01,Churned Customers
KH3850,118.0,8.0,81.5,Potential Loyalists
KH3851,234.0,8.0,59.9,Big Spenders
KH3852,273.0,7.0,30.1,Churned Customers
KH3853,179.0,6.0,75.7,Big Spenders
KH3854,286.0,8.0,39.22,Churned Customers
KH3855,28.0,18.0,193.5,Loyal Customers
KH3856,272.0,13.0,154.6,Big Spenders
KH3857,56.0,14.0,87.4,Potential Loyalists
KH3858,278.0,2.0,4.0,Churned Customers
KH3859,91.0,4.0,58.3,Potential Loyalists
KH3860,239.0,7.0,51.27,Big Spenders
KH3861,176.0,9.0,57.85,Big Spenders
KH3862,42.0,21.0,168.55,Loyal Customers
KH3863,200.0,14.0,122.92,Big Spenders
KH3864,18.0,15.0,110.5,Potential Loyalists
KH3866,176.0,10.0,75.7,Big Spenders
KH3867,114.0,8.0,78.88,Potential Loyalists
KH3868,133.0,5.0,82.35,Big Spenders
KH3869,151.0,8.0,62.4,Big Spenders
KH3870,284.0,6.0,28.2,Churned Customers
